,cat_id,area_m2,N,K,source,divide_id
1277,91428,10673100.864,9.3665,0.2296,regionalized,cat-91428
1278,94807,5824800.063,10.0,0.1335,regionalized,cat-94807
1279,94808,3225150.094,10.0,0.146,regionalized,cat-94808
1280,94809,3557700.004,10.0,0.1247,regionalized,cat-94809
1281,94811,3022649.919,10.0,0.1982,calibrated,cat-94811
1282,94812,7258049.586,10.0,0.1404,regionalized,cat-94812
1283,94813,7406550.639,10.0,0.2056,calibrated,cat-94813
1284,94815,7902900.324,10.0,0.1637,regionalized,cat-94815
1285,94816,8585999.892,10.0,0.2043,calibrated,cat-94816
1286,94818,7444800.238,10.0,0.1423,regionalized,cat-94818
1287,94819,5294249.834,10.0,0.1431,regionalized,cat-94819
1288,94820,4757400.216,10.0,0.1216,regionalized,cat-94820
1289,94821,11205899.267,9.7534,0.2042,regionalized,cat-94821
1290,94822,5197050.103,10.0,0.1524,regionalized,cat-94822
1291,94823,10745999.865,9.1281,0.2469,regionalized,cat-94823
1292,94826,6798600.122,9.4235,0.2249,regionalized,cat-94826
1293,94827,8557200.063,9.8012,0.2008,regionalized,cat-94827
1294,94828,10830600.819,10.0,0.1,regionalized,cat-94828
1295,94831,5784300.319,10.0,0.1499,regionalized,cat-94831
1296,94832,9965249.55,9.3031,0.2339,regionalized,cat-94832
1297,94833,6539849.64,10.0,0.1972,calibrated,cat-94833
1298,94834,11826900.401,8.8286,0.2706,regionalized,cat-94834
1299,94835,6039899.959,10.0,0.1732,regionalized,cat-94835
1300,94836,3082500.504,10.0,0.1327,regionalized,cat-94836
1301,94837,4128750.032,10.0,0.1396,regionalized,cat-94837
1302,94839,5185799.775,10.0,0.1287,regionalized,cat-94839
1303,94840,5158800.599,10.0,0.1,regionalized,cat-94840
1304,94841,5398200.144,9.5551,0.2156,regionalized,cat-94841
1305,94842,12603149.496,9.2191,0.2404,regionalized,cat-94842
1306,94847,3515400.0,9.9823,0.1887,regionalized,cat-94847
1307,94848,4219649.604,10.0,0.1578,regionalized,cat-94848
1308,94849,6319350.203,10.0,0.1768,regionalized,cat-94849
1309,94850,4858649.932,10.0,0.1669,regionalized,cat-94850
1310,94851,7080750.149,9.935,0.1925,regionalized,cat-94851
1311,94853,3088349.833,10.0,0.1953,calibrated,cat-94853
1312,94854,7838999.537,10.0,0.1797,regionalized,cat-94854
1313,94855,8351100.432,10.0,0.1996,calibrated,cat-94855
1314,94857,3818250.072,9.613,0.2113,regionalized,cat-94857
1315,94859,3677400.459,10.0,0.187,calibrated,cat-94859
1316,94860,4818599.586,10.0,0.1668,regionalized,cat-94860
1317,94861,8329950.517,9.9761,0.1904,regionalized,cat-94861
1318,94862,4045949.933,10.0,0.1897,calibrated,cat-94862
1319,94863,8285400.855,10.0,0.1992,calibrated,cat-94863
1320,94869,6728848.979,9.2669,0.2358,regionalized,cat-94869
1321,94872,3743100.211,10.0,0.1787,regionalized,cat-94872
1322,94873,4118850.715,10.0,0.1764,regionalized,cat-94873
1323,94874,3601799.933,10.0,0.1381,regionalized,cat-94874
1324,94875,4325849.789,10.0,0.1748,regionalized,cat-94875
1325,94876,6151049.478,10.0,0.1609,regionalized,cat-94876
1326,94878,3642749.694,10.0,0.1599,regionalized,cat-94878
1327,94879,3413700.468,10.0,0.1884,calibrated,cat-94879
1328,94880,5389650.072,10.0,0.1903,calibrated,cat-94880
1329,94892,4932900.324,10.0,0.1815,regionalized,cat-94892
1330,94897,13375350.4,10.0,0.1992,calibrated,cat-94897
1331,94898,5405401.188,9.1872,0.2412,regionalized,cat-94898
1332,94899,3141900.018,9.7314,0.2035,regionalized,cat-94899
1333,94900,3411449.744,10.0,0.1703,regionalized,cat-94900
1334,94903,7417799.955,10.0,0.1696,regionalized,cat-94903
1335,94904,3064950.436,10.0,0.1826,calibrated,cat-94904
1336,94906,4792500.243,10.0,0.1869,calibrated,cat-94906
1337,94907,6288299.77,10.0,0.185,regionalized,cat-94907
1338,94908,14396849.019,9.1342,0.247,regionalized,cat-94908
1339,94910,3484800.383,10.0,0.1818,calibrated,cat-94910
1340,94911,4072950.446,10.0,0.1425,regionalized,cat-94911
1341,94912,7813350.077,10.0,0.147,regionalized,cat-94912
1342,94913,14017050.162,10.0,0.1954,calibrated,cat-94913
1343,94915,6520949.384,9.6224,0.2116,regionalized,cat-94915
1344,94917,4827600.095,10.0,0.1764,regionalized,cat-94917
1345,94918,9689399.41,8.9387,0.2613,regionalized,cat-94918
1346,94919,10099350.0,9.8331,0.1992,regionalized,cat-94919
1347,94932,3781799.424,10.0,0.1754,regionalized,cat-94932
1348,94936,6651000.238,9.7172,0.2056,regionalized,cat-94936
1349,94937,8437950.018,9.0061,0.2557,regionalized,cat-94937
1350,94938,5367149.321,10.0,0.1817,regionalized,cat-94938
1351,94939,7241849.478,9.1316,0.2458,regionalized,cat-94939
1352,94941,4597199.006,9.6007,0.2124,regionalized,cat-94941
1353,94942,4380300.157,10.0,0.1385,regionalized,cat-94942
1354,94943,9207449.235,7.8642,0.3296,calibrated,cat-94943
1355,94945,9052649.55,9.4027,0.2268,regionalized,cat-94945
1356,94946,14919749.833,10.0,0.1711,regionalized,cat-94946
1357,94947,8904600.459,9.4998,0.2202,regionalized,cat-94947
1358,94949,7344900.508,10.0,0.1447,regionalized,cat-94949
1359,94950,9219599.653,9.7744,0.2026,regionalized,cat-94950
1360,94951,4155300.027,10.0,0.11,regionalized,cat-94951
1361,94952,3484799.559,10.0,0.1687,regionalized,cat-94952
1362,94955,5099850.144,10.0,0.1052,regionalized,cat-94955
1363,94956,4211550.684,9.6822,0.207,regionalized,cat-94956
1364,94969,3896099.892,10.0,0.1806,regionalized,cat-94969
1365,94970,3838050.432,10.0,0.1751,regionalized,cat-94970
1366,94971,4290299.541,9.9949,0.1883,regionalized,cat-94971
1367,94972,5913450.004,9.8074,0.1999,regionalized,cat-94972
1368,94975,5984550.904,10.0,0.2101,calibrated,cat-94975
1369,94976,3945599.928,10.0,0.1556,regionalized,cat-94976
1370,94977,3463650.927,10.0,0.1687,regionalized,cat-94977
1371,94978,4421249.393,10.0,0.137,regionalized,cat-94978
1372,94979,4540500.032,10.0,0.1606,regionalized,cat-94979
1373,94980,12096449.64,9.0999,0.2492,regionalized,cat-94980
1374,94981,3755249.793,10.0,0.176,regionalized,cat-94981
1375,94982,8858699.514,9.2692,0.2362,regionalized,cat-94982
1376,94983,9160649.806,8.9833,0.2577,regionalized,cat-94983
1377,94986,7828649.5,9.7954,0.201,regionalized,cat-94986
1378,94987,3056850.396,10.0,0.1685,regionalized,cat-94987
1379,94988,3236400.234,10.0,0.16,regionalized,cat-94988
1380,94989,3475349.802,10.0,0.1549,regionalized,cat-94989
1381,94990,3571199.856,10.0,0.187,regionalized,cat-94990
1382,94991,3881250.135,10.0,0.2032,calibrated,cat-94991
1383,94992,8405100.23,10.0,0.1977,calibrated,cat-94992
1384,94998,4081950.171,10.0,0.185,regionalized,cat-94998
1385,94999,5282549.568,9.7112,0.2056,regionalized,cat-94999
1386,95000,8549100.049,9.3325,0.2316,regionalized,cat-95000
1387,95001,3020850.657,10.0,0.2067,calibrated,cat-95001
1388,95002,4363200.04,10.0,0.1942,calibrated,cat-95002
1389,95004,11111399.928,10.0,0.1576,regionalized,cat-95004
1390,95005,6747300.135,10.0,0.1951,calibrated,cat-95005
1391,95010,6361199.96,10.0,0.1161,regionalized,cat-95010
1392,95011,9521099.51,10.0,0.1849,regionalized,cat-95011
1393,95012,9530549.901,9.0938,0.2492,regionalized,cat-95012
1394,95026,7230150.347,8.919,0.2622,regionalized,cat-95026
1395,95029,4452750.153,9.6168,0.2113,regionalized,cat-95029
1396,95030,4146300.086,9.7907,0.2003,regionalized,cat-95030
1397,95031,3482549.766,9.882,0.1945,regionalized,cat-95031
1398,95032,3061349.806,10.0,0.1458,regionalized,cat-95032
1399,95033,3200850.31,9.6848,0.2064,regionalized,cat-95033
1400,95034,4858200.481,9.6431,0.2097,regionalized,cat-95034
1401,95035,3594149.681,10.0,0.1747,regionalized,cat-95035
1402,95036,4458599.604,9.9827,0.189,regionalized,cat-95036
1403,95037,4617900.185,9.8875,0.1946,regionalized,cat-95037
1404,95038,3318299.798,10.0,0.1448,regionalized,cat-95038
1405,95039,4128299.136,10.0,0.185,regionalized,cat-95039
1406,95040,4433400.135,9.8843,0.1948,regionalized,cat-95040
1407,95041,3063600.504,9.8263,0.1976,regionalized,cat-95041
1408,95042,20446199.073,8.2123,0.3278,regionalized,cat-95042
1409,95043,6752250.103,9.8921,0.195,regionalized,cat-95043
1410,95045,9223200.229,10.0,0.1822,regionalized,cat-95045
1411,95047,3307049.672,10.0,0.1246,regionalized,cat-95047
1412,95048,5320350.324,10.0,0.1735,regionalized,cat-95048
1413,95049,2669400.504,10.0,0.1686,regionalized,cat-95049
1414,95050,3201749.577,10.0,0.1296,regionalized,cat-95050
1415,95051,12259799.37,9.0898,0.2501,regionalized,cat-95051
1416,95052,4324499.492,9.763,0.202,regionalized,cat-95052
1417,95053,8476650.297,8.644,0.2854,regionalized,cat-95053
1418,95054,5720849.874,6.0797,0.6202,regionalized,cat-95054
1419,95055,5256899.622,10.0,0.1877,regionalized,cat-95055
1420,95059,4006800.297,10.0,0.1671,regionalized,cat-95059
1421,95060,4333499.825,9.9692,0.1898,regionalized,cat-95060
1422,95061,5635350.139,9.7146,0.2055,regionalized,cat-95061
1423,95062,5863950.022,10.0,0.1737,regionalized,cat-95062
1424,95064,3285449.631,10.0,0.1537,regionalized,cat-95064
1425,95065,5471100.495,10.0,0.1345,regionalized,cat-95065
1426,95066,6230250.716,9.4708,0.2215,regionalized,cat-95066
1427,95067,18975599.285,10.0,0.2071,calibrated,cat-95067
1428,95074,4995449.546,10.0,0.1785,regionalized,cat-95074
1429,95075,7760700.104,10.0,0.1717,regionalized,cat-95075
1430,95098,3348000.108,9.3689,0.2273,regionalized,cat-95098
1431,95100,5433299.618,10.0,0.1869,calibrated,cat-95100
1432,95101,3402899.847,9.2655,0.2346,regionalized,cat-95101
1433,95102,3366900.634,10.0,0.1758,regionalized,cat-95102
1434,95103,7546049.78,9.8382,0.1984,regionalized,cat-95103
1435,95104,6255449.928,9.2049,0.2401,regionalized,cat-95104
1436,95108,3703050.797,9.7145,0.2048,regionalized,cat-95108
1437,95110,3977549.924,10.0,0.1863,calibrated,cat-95110
1438,95111,3074400.085,9.4337,0.2227,regionalized,cat-95111
1439,95112,6770249.946,8.9755,0.2576,regionalized,cat-95112
1440,95113,3057299.982,9.3308,0.2298,regionalized,cat-95113
1441,95114,4163399.73,9.4177,0.2243,regionalized,cat-95114
1442,95115,7207650.486,9.8222,0.1993,regionalized,cat-95115
1443,95116,11530350.067,8.4602,0.3026,regionalized,cat-95116
1444,95117,6061050.171,9.879,0.1956,regionalized,cat-95117
1445,95120,20448899.883,7.7002,0.383,regionalized,cat-95120
1446,95121,5763599.91,10.0,0.2042,calibrated,cat-95121
1447,95122,9138149.622,8.7018,0.2807,regionalized,cat-95122
1448,95123,5471550.324,8.8075,0.2707,regionalized,cat-95123
1449,95124,3626550.652,10.0,0.1844,calibrated,cat-95124
1450,95125,22876649.955,8.047,0.345,regionalized,cat-95125
1451,95129,3096900.311,9.6605,0.2079,regionalized,cat-95129
1452,95130,8878950.054,8.2829,0.3187,regionalized,cat-95130
1453,95131,3443849.797,9.8517,0.1963,regionalized,cat-95131
1454,95132,9318600.211,9.1743,0.2431,regionalized,cat-95132
1455,95133,1984499.946,10.0,0.1757,regionalized,cat-95133
1456,95134,7979400.144,9.9126,0.194,regionalized,cat-95134
1457,95135,4269149.721,10.0,0.1821,calibrated,cat-95135
1458,95138,3297599.928,10.0,0.1804,calibrated,cat-95138
1459,95139,3504149.793,9.6851,0.2065,regionalized,cat-95139
1460,95140,37048949.482,8.0085,0.3503,regionalized,cat-95140
1461,95146,3415050.401,9.4391,0.2225,regionalized,cat-95146
1462,95147,6512399.312,8.8108,0.2708,regionalized,cat-95147
1463,95149,3169799.379,10.0,0.1816,calibrated,cat-95149
1464,95151,3390749.24,10.0,0.1768,regionalized,cat-95151
1465,95153,3300300.468,10.0,0.1543,regionalized,cat-95153
1466,95154,20950649.676,7.8768,0.3632,regionalized,cat-95154
1467,95155,9346950.414,10.0,0.1845,calibrated,cat-95155
1468,95157,3411900.342,9.8263,0.1978,regionalized,cat-95157
1469,95158,6374249.658,10.0,0.1818,calibrated,cat-95158
1470,95159,8616149.802,8.9302,0.2617,regionalized,cat-95159
1471,95161,5964749.802,10.0,0.2049,calibrated,cat-95161
1472,95162,5861250.225,9.3883,0.227,regionalized,cat-95162
1473,95163,3672900.293,9.1483,0.2432,regionalized,cat-95163
1474,95164,3569850.221,9.9625,0.1898,regionalized,cat-95164
1475,95165,1317600.284,10.0,0.176,regionalized,cat-95165
1476,95168,5859450.382,9.3416,0.2302,regionalized,cat-95168
1477,95169,5958449.685,10.0,0.1352,regionalized,cat-95169
1478,95170,3103650.149,10.0,0.1596,regionalized,cat-95170
1479,95171,6547950.247,8.4758,0.2998,regionalized,cat-95171
1480,95173,8556299.433,8.9306,0.2616,regionalized,cat-95173
1481,95174,4736250.072,9.8428,0.1973,regionalized,cat-95174
1482,95175,10826551.264,8.2046,0.3269,regionalized,cat-95175
1483,95177,14517898.974,8.4053,0.3083,regionalized,cat-95177
1484,95178,3291750.207,9.2219,0.2376,regionalized,cat-95178
1485,95179,3183300.608,9.1877,0.2401,regionalized,cat-95179
1486,95181,3315149.982,9.7753,0.2008,regionalized,cat-95181
1487,95182,4995900.576,9.1986,0.2401,regionalized,cat-95182
1488,95183,10053000.076,9.3701,0.2292,regionalized,cat-95183
1489,95185,6444900.324,10.0,0.18,regionalized,cat-95185
1490,95187,3367799.618,10.0,0.116,regionalized,cat-95187
1491,95188,4507650.068,10.0,0.1582,regionalized,cat-95188
1492,95189,3306599.843,10.0,0.1162,regionalized,cat-95189
1493,95190,5207850.185,10.0,0.1475,regionalized,cat-95190
1494,95191,3195449.987,10.0,0.16,regionalized,cat-95191
1495,95193,3616200.427,10.0,0.1455,regionalized,cat-95193
1496,95194,7524900.324,9.6083,0.2127,regionalized,cat-95194
1497,95197,3909599.784,10.0,0.1312,regionalized,cat-95197
1498,95200,3442950.504,10.0,0.1319,regionalized,cat-95200
1499,95201,4516649.982,9.7265,0.2044,regionalized,cat-95201
1500,95202,13125599.78,8.6714,0.2841,regionalized,cat-95202
1501,95203,6745949.298,10.0,0.184,regionalized,cat-95203
1502,95205,3857850.117,10.0,0.1572,regionalized,cat-95205
1503,95206,10373399.784,9.6431,0.2111,regionalized,cat-95206
1504,95211,3098699.667,10.0,0.1534,regionalized,cat-95211
1505,95212,5115600.288,10.0,0.1392,regionalized,cat-95212
1506,95213,3066299.559,10.0,0.1478,regionalized,cat-95213
1507,95214,4032449.973,10.0,0.15,regionalized,cat-95214
1508,95215,4668300.176,9.6706,0.2079,regionalized,cat-95215
1509,95217,3065850.0,10.0,0.1224,regionalized,cat-95217
1510,95219,4498650.207,10.0,0.1553,regionalized,cat-95219
1511,95220,6455699.5,8.7118,0.279,regionalized,cat-95220
1512,95221,3905549.851,10.0,0.1518,regionalized,cat-95221
1513,95222,7528499.874,8.6487,0.2847,regionalized,cat-95222
1514,95223,6078599.834,10.0,0.156,regionalized,cat-95223
1515,95227,7584750.059,9.0064,0.2554,regionalized,cat-95227
1516,95228,4083300.063,10.0,0.125,regionalized,cat-95228
1517,95229,5404049.892,10.0,0.1585,regionalized,cat-95229
1518,95230,6097050.045,9.019,0.254,regionalized,cat-95230
1519,95231,3218849.734,10.0,0.1225,regionalized,cat-95231
1520,95232,3325049.838,9.8313,0.1975,regionalized,cat-95232
1521,95233,10740150.603,9.5491,0.2172,regionalized,cat-95233
1522,95235,11032199.095,10.0,0.1462,regionalized,cat-95235
1523,95236,7771950.0,8.7054,0.2799,regionalized,cat-95236
1524,95239,8691750.248,9.9604,0.1914,regionalized,cat-95239
1525,95241,3443399.725,10.0,0.1438,regionalized,cat-95241
1526,95242,4791599.519,9.6016,0.2124,regionalized,cat-95242
1527,95243,3027149.627,10.0,0.1243,regionalized,cat-95243
1528,95253,3982049.429,8.7365,0.2759,regionalized,cat-95253
1529,95254,5806800.072,9.1776,0.242,regionalized,cat-95254
1530,95255,5431049.501,9.5897,0.2134,regionalized,cat-95255
1531,95256,5475600.162,9.6717,0.2081,regionalized,cat-95256
1532,95257,8058149.649,9.1615,0.2438,regionalized,cat-95257
1533,95258,5457150.139,9.7163,0.2053,regionalized,cat-95258
1534,95259,4970249.685,9.2805,0.2342,regionalized,cat-95259
1535,95261,3658499.609,9.8486,0.1966,regionalized,cat-95261
1536,95262,11577600.23,8.1116,0.3365,regionalized,cat-95262
1537,95263,4149000.302,9.7859,0.2006,regionalized,cat-95263
1538,95266,4963950.027,10.0,0.1574,regionalized,cat-95266
1539,95268,6223499.541,9.892,0.1948,regionalized,cat-95268
1540,95269,8789850.297,9.6045,0.2132,regionalized,cat-95269
1541,95270,4933350.126,8.841,0.2677,regionalized,cat-95270
1542,95271,4485149.923,10.0,0.183,regionalized,cat-95271
1543,95273,3346199.658,10.0,0.1851,regionalized,cat-95273
1544,95274,9156600.279,7.9703,0.3506,regionalized,cat-95274
1545,95275,5220450.405,8.9315,0.2605,regionalized,cat-95275
1546,95276,5319450.356,9.5399,0.2166,regionalized,cat-95276
1547,95277,7849349.924,9.6311,0.2113,regionalized,cat-95277
1548,95279,3543749.204,10.0,0.1335,regionalized,cat-95279
1549,95280,3580200.297,8.6285,0.2848,regionalized,cat-95280
1550,95281,4747049.91,9.7561,0.2026,regionalized,cat-95281
1551,95288,8650800.04,9.2886,0.2347,regionalized,cat-95288
1552,95290,5419800.32,10.0,0.1955,calibrated,cat-95290
1553,95291,9517499.811,8.3687,0.3107,regionalized,cat-95291
1554,95292,5329350.198,9.0238,0.2534,regionalized,cat-95292
1555,95294,6005249.789,10.0,0.2006,calibrated,cat-95294
1556,95295,4061700.238,9.3734,0.2273,regionalized,cat-95295
1557,95297,5778449.748,10.0,0.1952,calibrated,cat-95297
1558,95298,3293099.829,10.0,0.1832,regionalized,cat-95298
1559,95299,3530249.987,10.0,0.1797,regionalized,cat-95299
1560,95300,3319200.157,10.0,0.1879,calibrated,cat-95300
1561,95301,4095000.086,9.1233,0.2453,regionalized,cat-95301
1562,95302,3163949.955,10.0,0.1792,calibrated,cat-95302
1563,95305,4481550.4,10.0,0.1803,calibrated,cat-95305
1564,95306,8801100.612,8.0319,0.3439,regionalized,cat-95306
1565,95309,3392999.883,9.5678,0.214,regionalized,cat-95309
1566,95310,11462850.702,8.3289,0.3149,regionalized,cat-95310
1567,95311,3577499.581,9.8055,0.1991,regionalized,cat-95311
1568,95312,3819149.622,10.0,0.185,calibrated,cat-95312
1569,95313,4727249.658,9.9054,0.1936,regionalized,cat-95313
1570,95314,14156999.712,9.2512,0.2383,regionalized,cat-95314
1571,95324,4028400.257,10.0,0.1367,regionalized,cat-95324
1572,95325,8081999.793,10.0,0.1795,regionalized,cat-95325
1573,95326,3789449.636,10.0,0.1156,regionalized,cat-95326
1574,95327,9710550.405,9.3383,0.2314,regionalized,cat-95327
1575,95328,7179299.811,8.9514,0.2597,regionalized,cat-95328
1576,95329,14395950.684,8.3558,0.313,regionalized,cat-95329
1577,95332,10719899.725,9.664,0.2097,regionalized,cat-95332
1578,95333,4523850.337,9.1731,0.2418,regionalized,cat-95333
1579,95334,4846499.609,10.0,0.1859,calibrated,cat-95334
1580,95335,5864399.757,10.0,0.1861,calibrated,cat-95335
1581,95337,11896649.977,9.1315,0.2468,regionalized,cat-95337
1582,95338,12587849.6,9.5352,0.2183,regionalized,cat-95338
1583,95339,8140950.491,9.495,0.2203,regionalized,cat-95339
1584,95340,10345499.167,9.237,0.2388,regionalized,cat-95340
1585,95346,6311700.004,10.0,0.1676,regionalized,cat-95346
1586,95352,7358849.635,9.3933,0.2271,regionalized,cat-95352
1587,95353,8499149.982,9.723,0.2056,regionalized,cat-95353
1588,95354,14235299.874,8.8256,0.2713,regionalized,cat-95354
1589,95355,3813750.256,10.0,0.1688,regionalized,cat-95355
1590,95356,8379000.63,8.8912,0.2648,regionalized,cat-95356
1591,95359,3264300.068,10.0,0.1822,calibrated,cat-95359
1592,95360,3768750.063,10.0,0.1871,regionalized,cat-95360
1593,95361,3386700.306,10.0,0.1813,calibrated,cat-95361
1594,95362,8053199.64,9.1932,0.2415,regionalized,cat-95362
1595,95363,9949950.504,9.0515,0.2525,regionalized,cat-95363
1596,95364,3477150.495,10.0,0.1838,calibrated,cat-95364
1597,95367,6386400.562,9.4908,0.2202,regionalized,cat-95367
1598,95368,4318649.514,10.0,0.1832,regionalized,cat-95368
1599,95369,4393799.671,9.95,0.1909,regionalized,cat-95369
1600,95370,11226150.374,8.693,0.2819,regionalized,cat-95370
1601,95371,5516549.748,10.0,0.1821,regionalized,cat-95371
1602,95373,18134549.258,8.1178,0.3371,regionalized,cat-95373
1603,95374,3531150.414,9.8307,0.1976,regionalized,cat-95374
1604,95375,4583699.829,9.7705,0.2017,regionalized,cat-95375
1605,95376,9236700.688,9.3045,0.2337,regionalized,cat-95376
1606,95377,8890650.292,9.1895,0.242,regionalized,cat-95377
1607,95378,7777349.73,9.0689,0.2507,regionalized,cat-95378
1608,95379,4027950.387,8.7515,0.2746,regionalized,cat-95379
1609,95380,3635550.122,10.0,0.1822,calibrated,cat-95380
1610,95382,3586049.64,10.0,0.1799,calibrated,cat-95382
1611,95383,4045499.645,9.1033,0.2468,regionalized,cat-95383
1612,95384,7931700.302,9.2839,0.2349,regionalized,cat-95384
1613,95386,7010550.216,10.0,0.1903,calibrated,cat-95386
1614,95387,11379149.339,9.0164,0.2555,regionalized,cat-95387
1615,95389,4400100.72,10.0,0.1755,regionalized,cat-95389
1616,95390,3422250.013,10.0,0.1622,regionalized,cat-95390
1617,95391,6312150.387,9.3071,0.2328,regionalized,cat-95391
1618,95392,4953600.707,9.3391,0.2301,regionalized,cat-95392
1619,95393,3944250.063,9.5556,0.215,regionalized,cat-95393
1620,95394,3191399.919,10.0,0.1768,regionalized,cat-95394
1621,95395,5447249.622,9.2565,0.2361,regionalized,cat-95395
1622,95396,12008699.869,8.5932,0.2907,regionalized,cat-95396
1623,95399,13429349.793,10.0,0.1903,calibrated,cat-95399
1624,95401,6977699.766,9.154,0.2441,regionalized,cat-95401
1625,95402,9314999.852,9.1945,0.2417,regionalized,cat-95402
1626,95403,3929849.622,9.6053,0.2118,regionalized,cat-95403
1627,95404,3666149.86,10.0,0.1641,regionalized,cat-95404
1628,95405,3340799.995,9.9684,0.1894,regionalized,cat-95405
1629,95406,8100449.829,9.4557,0.223,regionalized,cat-95406
1630,95407,8908200.832,8.8665,0.2669,regionalized,cat-95407
1631,95419,19867499.698,7.7131,0.3815,regionalized,cat-95419
1632,95421,4981049.401,10.0,0.2053,calibrated,cat-95421
1633,95422,8700749.203,8.6592,0.2842,regionalized,cat-95422
1634,95426,6666300.526,8.8741,0.2657,regionalized,cat-95426
1635,95427,9688049.775,10.0,0.2041,calibrated,cat-95427
1636,95429,4168350.225,9.7585,0.2023,regionalized,cat-95429
1637,95431,4469400.549,10.0,0.1903,calibrated,cat-95431
1638,95432,6252749.888,9.4584,0.2223,regionalized,cat-95432
1639,95433,5639400.463,9.0423,0.2521,regionalized,cat-95433
1640,95435,3245399.811,9.872,0.195,regionalized,cat-95435
1641,95436,13013100.261,8.8103,0.2723,regionalized,cat-95436
1642,95437,7076699.662,9.2695,0.2357,regionalized,cat-95437
1643,95438,7267500.072,8.7685,0.2745,regionalized,cat-95438
1644,95440,9028349.428,10.0,0.1966,calibrated,cat-95440
1645,95441,6090300.031,8.7923,0.2721,regionalized,cat-95441
1646,95443,4626450.283,9.062,0.2502,regionalized,cat-95443
1647,95445,7902900.405,10.0,0.1903,calibrated,cat-95445
1648,95446,4955399.887,9.3602,0.2286,regionalized,cat-95446
1649,95448,4262850.09,10.0,0.181,calibrated,cat-95448
1650,95449,4625099.555,10.0,0.1873,regionalized,cat-95449
1651,95450,11209950.252,8.8355,0.2699,regionalized,cat-95450
1652,95452,3605400.252,9.9709,0.1894,regionalized,cat-95452
1653,95453,10290600.049,8.4529,0.303,regionalized,cat-95453
1654,95454,4621950.09,9.9359,0.1918,regionalized,cat-95454
1655,95455,8951399.186,8.904,0.2639,regionalized,cat-95455
1656,95456,6919649.752,10.0,0.181,calibrated,cat-95456
1657,95459,7574850.311,9.6657,0.2091,regionalized,cat-95459
1658,95460,3961799.726,10.0,0.1647,regionalized,cat-95460
1659,95461,5023799.681,9.5602,0.2152,regionalized,cat-95461
1660,95462,4391100.05,10.0,0.1788,regionalized,cat-95462
1661,95463,13621950.207,10.0,0.2018,calibrated,cat-95463
1662,95465,4232249.636,9.9794,0.1892,regionalized,cat-95465
1663,95466,5168250.22,9.4322,0.2237,regionalized,cat-95466
1664,95468,6907950.324,9.655,0.2096,regionalized,cat-95468
1665,95469,4432949.888,10.0,0.1557,regionalized,cat-95469
1666,95472,11074499.95,8.6011,0.2899,regionalized,cat-95472
1667,95473,7205849.388,9.391,0.2272,regionalized,cat-95473
1668,95474,4194449.568,10.0,0.1629,regionalized,cat-95474
1669,95475,10165950.113,10.0,0.2186,calibrated,cat-95475
1670,95477,7866000.657,10.0,0.1875,calibrated,cat-95477
1671,95479,3387149.716,10.0,0.1825,calibrated,cat-95479
1672,95480,5448149.766,10.0,0.1711,regionalized,cat-95480
1673,95481,4316850.036,10.0,0.17,regionalized,cat-95481
1674,95489,6229349.991,9.2822,0.2346,regionalized,cat-95489
1675,95490,3684150.324,10.0,0.1903,calibrated,cat-95490
1676,95491,3109050.203,10.0,0.1793,calibrated,cat-95491
1677,95492,6843599.384,9.7207,0.2054,regionalized,cat-95492
1678,95494,4178699.775,9.667,0.208,regionalized,cat-95494
1679,95496,14626348.951,7.9878,0.3501,regionalized,cat-95496
1680,95497,4014899.5,10.0,0.1823,calibrated,cat-95497
1681,95498,3243149.883,9.7384,0.2031,regionalized,cat-95498
1682,95500,3495600.45,10.0,0.1797,calibrated,cat-95500
1683,95501,4052699.771,10.0,0.1799,calibrated,cat-95501
1684,95504,3505950.041,10.0,0.174,regionalized,cat-95504
1685,95505,3483450.491,9.8116,0.1988,regionalized,cat-95505
1686,95506,4658850.014,9.79,0.2005,regionalized,cat-95506
1687,95507,6645599.428,9.2553,0.2366,regionalized,cat-95507
1688,95509,4487400.297,9.9228,0.1925,regionalized,cat-95509
1689,95510,7018200.522,9.2854,0.2346,regionalized,cat-95510
1690,95513,4437000.184,9.327,0.2308,regionalized,cat-95513
1691,95514,7941150.153,9.3448,0.2306,regionalized,cat-95514
1692,95515,7043849.496,9.4551,0.2228,regionalized,cat-95515
1693,95516,7614449.599,9.3531,0.2299,regionalized,cat-95516
1694,95517,4536000.067,9.8735,0.1954,regionalized,cat-95517
1695,95519,3105900.077,9.7038,0.2052,regionalized,cat-95519
1696,95520,8151300.243,10.0,0.1901,calibrated,cat-95520
1697,95521,3054150.112,9.9436,0.1907,regionalized,cat-95521
1698,95522,7589249.59,9.1708,0.243,regionalized,cat-95522
1699,95523,4006350.279,9.7647,0.2018,regionalized,cat-95523
1700,95525,4411800.189,10.0,0.1865,calibrated,cat-95525
1701,95526,14974650.193,8.1495,0.3333,regionalized,cat-95526
1702,95527,7988850.522,9.281,0.2351,regionalized,cat-95527
1703,95528,3639600.095,9.8972,0.1937,regionalized,cat-95528
1704,95529,9257850.319,10.0,0.212,calibrated,cat-95529
1705,95531,3344400.126,10.0,0.1801,calibrated,cat-95531
1706,95532,3253049.847,10.0,0.1693,regionalized,cat-95532
1707,95533,6299099.541,9.5635,0.2153,regionalized,cat-95533
1708,95535,4216499.843,10.0,0.1517,regionalized,cat-95535
